Category ID,URL,SKU,Sort Order
89,orchids,F17-EXFNP181,34
89,orchids,F17-EXFNP182,35
89,orchids,F17-EXFNP183,36
89,orchids,F17-EXFNP184,37
89,orchids,F17-EXFNP125,38
89,orchids,F17-EXP173,39
89,orchids,F17-EXFNP238,40
89,orchids,F17-EXDFNP123,41
89,orchids,F17-EX0053,42
89,orchids,F17-EXDN2,43
89,orchids,F17-EX0072,44
