Cat ID,URL,SKU,Sequencing
494,personalized,GIFTSFNP2372,499
494,personalized,GIFTSFNP4740,500
494,personalized,GIFTSFNP4742,501
494,personalized,GIFTSFNP4743,502
494,personalized,GIFTSFNP4746,503
494,personalized,GIFTSFNP5139,504
494,personalized,GIFTSFNP5140,505
494,personalized,GIFTSFNP5141,506
494,personalized,GIFTSFNP5142,507
495,personalized,GIFTSFNP2052,508
495,personalized,GIFTSFNP2050,509
495,personalized,GIFTSFNP4467,510
495,personalized,GIFTSFNP2534,511
495,personalized,GIFTSFNP570,512
495,personalized,VG8,513
495,personalized,GIFTSFNP4595,514
495,personalized,GIFTSFNP1930,515
495,personalized,GIFTSFNP2532,516
495,personalized,GIFTSFNP4598,517
495,personalized,GIFTSFNP4466,518
495,personalized,GIFTSFNP4714,519
495,personalized,GIFTSFNP2533,520
495,personalized,GIFTSFNP4408,521
495,personalized,GIFTSFNP4455,522
495,personalized,GIFTSFNP1104,523
495,personalized,GIFTSFNP2048,524
495,personalized,GIFTSFNP2027,525
495,personalized,GIFTSFNP4716,526
495,personalized,GIFTSFNP1113,527
495,personalized,GIFTSFNP1114,528
495,personalized,GIFTSFNP250,529
495,personalized,GIFTSFNP1098,530
495,personalized,GIFTSFNP1109,531
495,personalized,VG28,532
495,personalized,VG53,533
495,personalized,VG61,534
495,personalized,VG84,535
495,personalized,VG94,536
495,personalized,VG121,537
495,personalized,VG166,538
495,personalized,VG169,539
495,personalized,VG204,540
495,personalized,VG340,541
495,personalized,GIFTSFNP4409,542
495,personalized,GIFTSFNP4584,543
495,personalized,GIFTSFNP4586,544
495,personalized,GIFTSFNP4599,545
495,personalized,GIFTSFNP4688,546
495,personalized,GIFTSFNP4689,547
495,personalized,GIFTSFNP4690,548
495,personalized,GIFTSFNP4712,549
495,personalized,GIFTSFNP4713,550
495,personalized,GIFTSFNP4715,551
495,personalized,GIFTSFNP4718,552
495,personalized,VG507,553
495,personalized,VG511,554
495,personalized,GIFTSFNP4468,555
495,personalized,VG295,556
495,personalized,GIFTSFNP4469,557
495,personalized,GIFTSFNP4567,558
495,personalized,GIFTSFNP4568,559
495,personalized,GIFTSFNP4571,560
495,personalized,GIFTSFNP4572,561
495,personalized,GIFTSFNP4574,562
495,personalized,GIFTSFNP4581,563
495,personalized,GIFTSFNP4694,564
495,personalized,GIFTSFNP4695,565
495,personalized,GIFTSFNP4696,566
495,personalized,GIFTSFNP4698,567
495,personalized,GIFTSFNP4576,568
495,personalized,GIFTSFNP4699,569
495,personalized,GIFTSFNP4606,570
495,personalized,GIFTSFNP4601,571
495,personalized,GIFTSFNP4587,572
495,personalized,VG145,573
495,personalized,VG195,574
495,personalized,VG486,575
495,personalized,GIFTSFNP4401,576
495,personalized,GIFTSFNP4402,577
495,personalized,GIFTSFNP4435,578
495,personalized,GIFTSFNP4691,579
495,personalized,GIFTSFNP4692,580
495,personalized,GIFTSFNP467,581
495,personalized,GIFTSFNP589,582
495,personalized,GIFTSFNP32,583
495,personalized,GIFTSFNP270,584
495,personalized,GIFTSFNP346,585
495,personalized,GIFTSFNP436,586
495,personalized,GIFTSFNP2430,587
495,personalized,GIFTSFNP2436,588
495,personalized,GIFTSFNP629,589
495,personalized,GIFTSFNP4807,590
495,personalized,GIFTSFNP486,591
495,personalized,GIFTSFNP4802,592
495,personalized,GIFTSFNP35,593
495,personalized,GIFTSFNP382,594
495,personalized,GIFTSFNP4812,595
495,personalized,GIFTSFNP4776,596
495,personalized,GIFTSFNP484,597
495,personalized,GIFTSFNP521,598
495,personalized,GIFTSFNP312,599
495,personalized,GIFTSFNP314,600
495,personalized,GIFTSFNP426,601
495,personalized,GIFTSFNP1080,602
495,personalized,GIFTSFNP4806,603
495,personalized,MG22,604
495,personalized,VG495,605
495,personalized,GIFTSFNP1237,606
495,personalized,GIFTSFNP310,607
495,personalized,GIFTSFNP411,608
495,personalized,VG218,609
495,personalized,VG17,610
495,personalized,VG22,611
495,personalized,VG34,612
495,personalized,VG35,613
495,personalized,VG282,614
495,personalized,VG298,615
495,personalized,VG206,616
495,personalized,GIFTSFNP4575,617
495,personalized,VG112,618
495,personalized,GIFTSFNP1662,619
495,personalized,GIFTSFNP1742,620
495,personalized,GIFTSFNP4725,621
495,personalized,GIFTSFNP4727,622
495,personalized,GIFTSFNP4728,623
495,personalized,GIFTSFNP4731,624
495,personalized,GIFTSFNP4735,625
495,personalized,GIFTSFNP5000,626
495,personalized,VG519,627
495,personalized,GIFTSFNP5098,628
495,personalized,GIFTSFNP5099,629
495,personalized,GIFTSFNP5100,630
495,personalized,GIFTSFNP5101,631
495,personalized,GIFTSFNP5102,632
495,personalized,GIFTSFNP5103,633
495,personalized,GIFTSFNP5117,634
495,personalized,GIFTSFNP5118,635
495,personalized,GIFTSFNP5120,636
495,personalized,GIFTSFNP5122,637
495,personalized,GIFTSFNP5124,638
495,personalized,VG57,639
495,personalized,GIFTSFNP5087,640
495,personalized,GIFTSFNP5134,641
495,personalized,GIFTSFNP5135,642
495,personalized,GIFTSFNP1661,643
495,personalized,GIFTSFNP4602,644
495,personalized,GIFTSFNP4603,645
495,personalized,GIFTSFNP4604,646
495,personalized,GIFTSFNP4605,647
495,personalized,GIFTSFNP4724,648
495,personalized,GIFTSFNP4726,649
495,personalized,GIFTSFNP4729,650
495,personalized,GIFTSFNP4734,651
495,personalized,GIFTSFNP4737,652
495,personalized,GIFTSFNP4738,653
495,personalized,GIFTSFNP5083,654
495,personalized,GIFTSFNP5084,655
495,personalized,GIFTSFNP5085,656
495,personalized,GIFTSFNP5086,657
495,personalized,GIFTSFNP5088,658
495,personalized,GIFTSFNP5089,659
495,personalized,GIFTSFNP5090,660
