Product ID,Product SKU,Egg/Eggless,Variants
1428,CAKE143,"CAKE143,CAKE12722","CAKE144,CAKE142,CAKE143"
1424,CAKE12722,"CAKE143,CAKE12722","CAKE12727,CAKE12728,CAKE12722"
1429,CAKE144,"CAKE144,CAKE12727","CAKE144,CAKE142,CAKE143"
1425,CAKE12727,"CAKE144,CAKE12727","CAKE12727,CAKE12728,CAKE12722"
1342,CAKE9208,"CAKE9208,CAKE10965","CAKE9220,CAKE9208,CAKE9236"
1343,CAKE10965,"CAKE9208,CAKE10965","CAKE10966,CAKE10965,CAKE10968"
1344,CAKE9236,"CAKE9236,CAKE10968","CAKE9220,CAKE9208,CAKE9236"
1345,CAKE10968,"CAKE9236,CAKE10968","CAKE10966,CAKE10965,CAKE10968"
1346,CAKE9220,"CAKE9220,CAKE10966","CAKE9220,CAKE9208,CAKE9236"
1347,CAKE10966,"CAKE9220,CAKE10966","CAKE10966,CAKE10965,CAKE10968"
1294,CAKE8789,"CAKE8789,CAKE11121","CAKE8789,CAKE8786"
1295,CAKE11121,"CAKE8789,CAKE11121","CAKE11121,CAKE11136"
1296,CAKE8786,"CAKE8786,CAKE11136","CAKE8789,CAKE8786"
1297,CAKE11136,"CAKE8786,CAKE11136","CAKE11121,CAKE11136"
1298,CAKE8889,"CAKE8889,CAKE11134","CAKE8789,CAKE8786"
1299,CAKE11134,"CAKE8889,CAKE11134","CAKE11121,CAKE11136"
1148,CAKE6875,"CAKE6875,CAKE11228","CAKE6876,CAKE6875,CAKE6874"
1149,CAKE11228,"CAKE6875,CAKE11228","CAKE11227,CAKE11228,CAKE11220"
1150,CAKE6874,"CAKE6874,CAKE11220","CAKE6876,CAKE6875,CAKE6874"
1151,CAKE11220,"CAKE6874,CAKE11220","CAKE11227,CAKE11228,CAKE11220"
1152,CAKE6876,"CAKE6876,CAKE11227","CAKE6876,CAKE6875,CAKE6874"
1153,CAKE11227,"CAKE6876,CAKE11227","CAKE11227,CAKE11228,CAKE11220"
1266,CAKE8660,"CAKE8660,CAKE12480","CAKE8660,CAKE8661"
1267,CAKE12480,"CAKE8660,CAKE12480","CAKE12480,CAKE12478"
1268,CAKE8661,"CAKE8661,CAKE12478","CAKE8660,CAKE8661"
1269,CAKE12478,"CAKE8661,CAKE12478","CAKE12480,CAKE12478"
1178,CAKE8096,"CAKE8096,CAKE11174","CAKE8081,CAKE8096,CAKE8094"
1179,CAKE11174,"CAKE8096,CAKE11174","CAKE11144,CAKE11174,CAKE11167"
1180,CAKE8094,"CAKE8094,CAKE11167","CAKE8081,CAKE8096,CAKE8094"
1181,CAKE11167,"CAKE8094,CAKE11167","CAKE11144,CAKE11174,CAKE11167"
1182,CAKE8081,"CAKE8081,CAKE11144","CAKE8081,CAKE8096,CAKE8094"
1183,CAKE11144,"CAKE8081,CAKE11144","CAKE11144,CAKE11174,CAKE11167"
1300,CAKE8849,"CAKE8849,CAKE10664","CAKE8876,CAKE8849,CAKE8853"
1301,CAKE10664,"CAKE8849,CAKE10664","CAKE10658,CAKE10664,CAKE10662"
1302,CAKE8853,"CAKE8853,CAKE10662","CAKE8876,CAKE8849,CAKE8853"
1303,CAKE10662,"CAKE8853,CAKE10662","CAKE10658,CAKE10664,CAKE10662"
1304,CAKE8876,"CAKE8876,CAKE10658","CAKE8876,CAKE8849,CAKE8853"
1305,CAKE10658,"CAKE8876,CAKE10658","CAKE10658,CAKE10664,CAKE10662"
1196,CAKE8137,"CAKE8137,CAKE11670","CAKE8129,CAKE8137,CAKE8136"
1197,CAKE11670,"CAKE8137,CAKE11670","CAKE11678,CAKE11670,CAKE11672"
1198,CAKE8136,"CAKE8136,CAKE11672","CAKE8129,CAKE8137,CAKE8136"
1199,CAKE11672,"CAKE8136,CAKE11672","CAKE11678,CAKE11670,CAKE11672"
1200,CAKE8129,"CAKE8129,CAKE11678","CAKE8129,CAKE8137,CAKE8136"
1201,CAKE11678,"CAKE8129,CAKE11678","CAKE11678,CAKE11670,CAKE11672"
1306,CAKE8864,"CAKE8864,CAKE10668","CAKE8883,CAKE8864,CAKE8868"
1307,CAKE10668,"CAKE8864,CAKE10668","CAKE11430,CAKE10668,CAKE10660"
1308,CAKE8868,"CAKE8868,CAKE10660","CAKE8883,CAKE8864,CAKE8868"
1309,CAKE10660,"CAKE8868,CAKE10660","CAKE11430,CAKE10668,CAKE10660"
1310,CAKE8883,"CAKE8883,CAKE11430","CAKE8883,CAKE8864,CAKE8868"
1311,CAKE11430,"CAKE8883,CAKE11430","CAKE11430,CAKE10668,CAKE10660"
1354,CAKE9272,"CAKE9272,CAKE10942","CAKE9270,CAKE9272,CAKE9291"
1355,CAKE10942,"CAKE9272,CAKE10942","CAKE10944,CAKE10942,CAKE10948"
1356,CAKE9291,"CAKE9291,CAKE10948","CAKE9270,CAKE9272,CAKE9291"
1357,CAKE10948,"CAKE9291,CAKE10948","CAKE10944,CAKE10942,CAKE10948"
1358,CAKE9270,"CAKE9270,CAKE10944","CAKE9270,CAKE9272,CAKE9291"
1359,CAKE10944,"CAKE9270,CAKE10944","CAKE10944,CAKE10942,CAKE10948"
1360,CAKE9332,"CAKE9332,CAKE10940","CAKE9330,CAKE9332,CAKE9335"
1361,CAKE10940,"CAKE9332,CAKE10940","CAKE10941,CAKE10940,CAKE10952"
1362,CAKE9335,"CAKE9335,CAKE10952","CAKE9330,CAKE9332,CAKE9335"
1363,CAKE10952,"CAKE9335,CAKE10952","CAKE10941,CAKE10940,CAKE10952"
1364,CAKE9330,"CAKE9330,CAKE10941","CAKE9330,CAKE9332,CAKE9335"
1365,CAKE10941,"CAKE9330,CAKE10941","CAKE10941,CAKE10940,CAKE10952"
1208,CAKE8254,"CAKE8254,CAKE11321","CAKE8256,CAKE8254,CAKE8252"
1209,CAKE11321,"CAKE8254,CAKE11321","CAKE11320,CAKE11321,CAKE11313"
1210,CAKE8252,"CAKE8252,CAKE11313","CAKE8256,CAKE8254,CAKE8252"
1211,CAKE11313,"CAKE8252,CAKE11313","CAKE11320,CAKE11321,CAKE11313"
1212,CAKE8256,"CAKE8256,CAKE11320","CAKE8256,CAKE8254,CAKE8252"
1213,CAKE11320,"CAKE8256,CAKE11320","CAKE11320,CAKE11321,CAKE11313"
1318,CAKE8902,"CAKE8902,CAKE11407","CAKE8902,Special Photo Cake 3kg"
1319,CAKE11407,"CAKE8902,CAKE11407","CAKE11407,Special Photo Cake 3kg Eggless"
1320,CAKE8906,"CAKE8906,CAKE11425","CAKE8902,Special Photo Cake 3kg"
1321,CAKE11425,"CAKE8906,CAKE11425","CAKE11407,Special Photo Cake 3kg Eggless"
1312,CAKE8933,"CAKE8933,CAKE11414","CAKE8930,CAKE8933,CAKE8910"
1313,CAKE11414,"CAKE8933,CAKE11414","CAKE11411,CAKE11414,CAKE11412"
1314,CAKE8910,"CAKE8910,CAKE11412","CAKE8930,CAKE8933,CAKE8910"
1315,CAKE11412,"CAKE8910,CAKE11412","CAKE11411,CAKE11414,CAKE11412"
1316,CAKE8930,"CAKE8930,CAKE11411","CAKE8930,CAKE8933,CAKE8910"
1317,CAKE11411,"CAKE8930,CAKE11411","CAKE11411,CAKE11414,CAKE11412"
1336,CAKE9203,"CAKE9203,CAKE11912","CAKE9207,CAKE9203,CAKE9204"
1337,CAKE11912,"CAKE9203,CAKE11912","CAKE11910,CAKE11912,CAKE11911"
1338,CAKE9204,"CAKE9204,CAKE11911","CAKE9207,CAKE9203,CAKE9204"
1339,CAKE11911,"CAKE9204,CAKE11911","CAKE11910,CAKE11912,CAKE11911"
1340,CAKE9207,"CAKE9207,CAKE11910","CAKE9207,CAKE9203,CAKE9204"
1341,CAKE11910,"CAKE9207,CAKE11910","CAKE11910,CAKE11912,CAKE11911"
1077,CAKE0091,"CAKE0091,CAKE10571","CAKE00115,CAKE0091,CAKE9799"
1080,CAKE10571,"CAKE0091,CAKE10571","CAKE10570,CAKE10571,CAKE10572"
1078,CAKE9799,"CAKE9799,CAKE10572","CAKE00115,CAKE0091,CAKE9799"
1081,CAKE10572,"CAKE9799,CAKE10572","CAKE10570,CAKE10571,CAKE10572"
1079,CAKE10570,"CAKE10570,CAKE00115","CAKE10570,CAKE10571,CAKE10572"
1076,CAKE00115,"CAKE10570,CAKE00115","CAKE00115,CAKE0091,CAKE9799"
1372,CAKE9509,"CAKE9509,CAKE12862","CAKE9471,CAKE9509,CAKE9506"
1373,CAKE12862,"CAKE9509,CAKE12862","CAKE12864,CAKE12862,CAKE12868"
1374,CAKE9506,"CAKE9506,CAKE12868","CAKE9471,CAKE9509,CAKE9506"
1375,CAKE12868,"CAKE9506,CAKE12868","CAKE12864,CAKE12862,CAKE12868"
1376,CAKE9471,"CAKE9471,CAKE12864","CAKE9471,CAKE9509,CAKE9506"
1377,CAKE12864,"CAKE9471,CAKE12864","CAKE12864,CAKE12862,CAKE12868"
1160,CAKE6926,"CAKE6926,CAKE11297","CAKE6927,CAKE6926,CAKE6925"
1161,CAKE11297,"CAKE6926,CAKE11297","CAKE11262,CAKE11297,CAKE11299"
1162,CAKE6925,"CAKE6925,CAKE11299","CAKE6927,CAKE6926,CAKE6925"
1163,CAKE11299,"CAKE6925,CAKE11299","CAKE11262,CAKE11297,CAKE11299"
1164,CAKE6927,"CAKE6927,CAKE11262","CAKE6927,CAKE6926,CAKE6925"
1165,CAKE11262,"CAKE6927,CAKE11262","CAKE11262,CAKE11297,CAKE11299"
1324,CAKE8924,"CAKE8924,CAKE11403","CAKE8919,CAKE8924,CAKE8892"
1325,CAKE11403,"CAKE8924,CAKE11403","CAKE11405,CAKE11403,CAKE11409"
1326,CAKE8892,"CAKE8892,CAKE11409","CAKE8919,CAKE8924,CAKE8892"
1327,CAKE11409,"CAKE8892,CAKE11409","CAKE11405,CAKE11403,CAKE11409"
1328,CAKE8919,"CAKE8919,CAKE11405","CAKE8919,CAKE8924,CAKE8892"
1329,CAKE11405,"CAKE8919,CAKE11405","CAKE11405,CAKE11403,CAKE11409"
1521,CAKE41978,"CAKE41978,CAKE41981","CAKE42002,CAKE41978,CAKE41979"
1524,CAKE41981,"CAKE41978,CAKE41981","CAKE41980,CAKE41981,CAKE41977"
1522,CAKE41979,"CAKE41979,CAKE41977","CAKE42002,CAKE41978,CAKE41979"
1525,CAKE41977,"CAKE41979,CAKE41977","CAKE41980,CAKE41981,CAKE41977"
1520,CAKE42002,"CAKE42002,CAKE41980","CAKE42002,CAKE41978,CAKE41979"
1523,CAKE41980,"CAKE42002,CAKE41980","CAKE41980,CAKE41981,CAKE41977"
1322,CAKE8879,"CAKE8879,CAKE11422","CAKE8902,CAKE8906,CAKE8879"
1184,CAKE8110,"CAKE8110,CAKE11151","CAKE8114,CAKE8110,CAKE8126"
1480,CAKE42194,"CAKE42194,CAKE42189","CAKE42232,CAKE42193,CAKE42194"
1479,CAKE42193,"CAKE42193,CAKE42192","CAKE42232,CAKE42193,CAKE42194"
1478,CAKE42232,"CAKE42232,CAKE42191","CAKE42232,CAKE42193,CAKE42194"
1477,CAKE42201,"CAKE42202,CAKE42201","CAKE42204,CAKE42200,CAKE42201"
1476,CAKE42200,"CAKE42206,CAKE42200","CAKE42204,CAKE42200,CAKE42201"
1475,CAKE42204,"CAKE42177,CAKE42204","CAKE42204,CAKE42200,CAKE42201"
1483,CAKE42189,"CAKE42194,CAKE42189","CAKE42191,CAKE42192,CAKE42189"
1482,CAKE42192,"CAKE42193,CAKE42192","CAKE42191,CAKE42192,CAKE42189"
1481,CAKE42191,"CAKE42232,CAKE42191","CAKE42191,CAKE42192,CAKE42189"
1466,CAKE42182,"CAKE42182,CAKE42181","CAKE42182,CAKE42183,CAKE42180"
1468,CAKE42180,"CAKE42180,CAKE42179","CAKE42182,CAKE42183,CAKE42180"
1467,CAKE42183,"CAKE42183,CAKE42178","CAKE42182,CAKE42183,CAKE42180"
1471,CAKE42179,"CAKE42180,CAKE42179","CAKE42181,CAKE42178,CAKE42179"
1469,CAKE42181,"CAKE42182,CAKE42181","CAKE42181,CAKE42178,CAKE42179"
1470,CAKE42178,"CAKE42183,CAKE42178","CAKE42181,CAKE42178,CAKE42179"
1474,CAKE42202,"CAKE42202,CAKE42201","CAKE42177,CAKE42206,CAKE42202"
1473,CAKE42206,"CAKE42206,CAKE42200","CAKE42177,CAKE42206,CAKE42202"
1472,CAKE42177,"CAKE42177,CAKE42204","CAKE42177,CAKE42206,CAKE42202"
1323,CAKE11422,"CAKE8879,CAKE11422","CAKE11407,CAKE11425,CAKE11422"
1185,CAKE11151,"CAKE8110,CAKE11151","CAKE11150,CAKE11151,CAKE11152"
138,F17-VRTEXFNP184-12,,"F17-VRTEXFNP183-12,F17-VRTEXFNP184-12,F17-EXDFNP536"
140,F17-VRTEXFNP183-12,,"F17-VRTEXFNP183-12,F17-VRTEXFNP184-12,F17-EXDFNP536"
